Address,CategoryID,Category,City,Customer Company,Shippers Company,Customer,Country,EmployeeID,Fax,OrderDate,OrderID,Phone,PostalCode,ProductID,Product,ShipperID,StateProvince,SupplierID,Discount,Freight,Quantity,QuantityPerUnit,UnitCost,UnitPrice,UnitPrice (Products),UnitsInStock,UnitsOnOrder,Sales,Profit,City and Counry
Maubelstr. 90,2,Овощи,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,14.09.2006,10893,0555-09876,14776,8,Картофель Сорт 1,2,,3,0,"68,97",30,20,"16,14","20,11",20,6,0,"603,3","119,1","Бранденбург, Германия"
Maubelstr. 90,6,Морепродукты,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,14.09.2006,10893,0555-09876,14776,29,Креветки,2,,12,0,"68,97",24,1,"100,74","126,28","123,79",0,0,"3030,72","612,96","Бранденбург, Германия"
Maubelstr. 90,8,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,14.09.2006,10893,0555-09876,14776,30,Прованские травы,2,,13,0,"68,97",35,1,"22,71","27,4","25,89",10,0,959,"164,15","Бранденбург, Германия"
Maubelstr. 90,8,Приправы,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,9,,14.09.2006,10893,0555-09876,14776,36,Тмин,2,,17,0,"68,97",20,20,"6,45","7,39",8,112,0,"147,8","18,8","Бранденбург, Германия"
Vinb?ltet 34,1,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,9,31 13 35 57,16.09.2006,10900,31 12 34 56,1734,70,Ананас,2,,7,"0,25","32,36",3,15,"24,98","30,76",29,15,10,"92,28","17,34","Копенгаген, Дания"
"Piso 20-A""",8,Приправы,Буэнос Айрес,Лос Эспадрильйос Фантастикос,ТрансАвтоГруз,Don Gerardo,Аргентина,3,(1) 135-5535,16.09.2006,10898,(1) 135-5333,1010,13,Корица,2,,6,0,"29,47",5,25,"21,11","23,29",25,24,0,"116,45","10,9","Буэнос Айрес, Аргентина"
?kergatan 24,3,Кондитерские изделия,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,7,,19.09.2006,10902,0695-34 67 21,S-844 67,55,Десерт низкокалорийный,2,,25,"0,15","67,01",30,20,"33,18","42,44",39,115,0,"1273,2","277,8","Брёке, Швеция"
?kergatan 24,3,Кондитерские изделия,Брёке,Галамарт,ТрансАвтоГруз,Linda Haglund,Швеция,7,,19.09.2006,10902,0695-34 67 21,S-844 67,62,Шоколад Молочное Чудо,2,,29,"0,15","67,01",6,30,"25,39",28,"29,3",17,0,168,"15,66","Брёке, Швеция"
"Suite 3B""",3,Кондитерские изделия,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,3,(206) 555-4115,20.09.2006,10904,(206) 555-4112,98128,62,Шоколад Молочное Чудо,2,WA,29,0,"72,68",35,30,"25,39","26,7","29,3",17,0,"934,5","45,85","Сиэттл, США"
"Suite 3B""",8,Приправы,Сиэттл,Нирвана,ТрансАвтоГруз,Alice Chain,США,3,(206) 555-4115,20.09.2006,10904,(206) 555-4112,98128,58,Бадьян,2,WA,27,0,"72,68",15,20,"37,17","44,69","48,25",62,0,"670,35","112,8","Сиэттл, США"
"25, rue Lauriston",1,Фрукты,Париж,Замок Вилль,ТрансСервис,Andr? Millard,Франция,4,(1) 47.55.60.20,21.09.2006,10907,(1) 47.55.60.10,75016,75,Хурма,1,,12,0,"72,85",14,1,"6,61","7,68","7,75",125,0,"107,52","14,98","Париж, Франция"
Walserweg 21,1,Фрукты,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,8,0241-059428,22.09.2006,10363,0241-039123,52066,75,Хурма,2,,12,0,"36,54",12,1,"6,61","8,06","7,75",125,0,"96,72","17,4","Аахен, Германия"
Walserweg 21,1,Фрукты,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,8,0241-059428,22.09.2006,10363,0241-039123,52066,31,Груша,2,,14,0,"36,54",20,20,"7,53","9,3","8,5",0,70,186,"35,4","Аахен, Германия"
"Alameda dos Can?rios, 891",2,Овощи,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,22.09.2006,10913,(11) 555-1189,05487-020,4,Огурец,2,,2,"0,25","40,33",30,15,"19,34","23,66",22,53,0,"709,8","129,6","Сан Паоло, Бразилия"
Walserweg 21,2,Овощи,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,8,0241-059428,22.09.2006,10363,0241-039123,52066,76,Перец чили,2,,23,0,"36,54",12,2,"304,7","432,53",399,57,0,"5190,36","1533,96","Аахен, Германия"
"Alameda dos Can?rios, 891",3,Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,22.09.2006,10913,(11) 555-1189,05487-020,33,Десер Фруктовый,2,,15,"0,25","40,33",40,25,"20,2","23,27","25,5",112,0,"930,8","122,8","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",8,Приправы,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,22.09.2006,10913,(11) 555-1189,05487-020,58,Бадьян,2,,27,0,"40,33",15,20,"37,17","51,63","48,25",62,0,"774,45","216,9","Сан Паоло, Бразилия"
Avda. Azteca 123,3,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,23.09.2006,10915,(5) 555-2933,5033,33,Десер Фруктовый,3,,15,0,"24,52",30,25,"20,2","26,27","25,5",112,0,"788,1","182,1","Мехико, Мексика"
Avda. Azteca 123,3,Кондитерские изделия,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,23.09.2006,10915,(5) 555-2933,5033,54,Десерт медовый,3,,25,0,"24,52",10,24,"30,27","37,08","35,45",21,0,"370,8","68,1","Мехико, Мексика"
Avda. Azteca 123,6,Морепродукты,Мехико,Дон Педро,АвтоЛогистика,Peloto Gomez,Мексика,1,,23.09.2006,10915,(5) 555-2933,5033,17,Кальмары,3,,7,0,"24,52",10,36,"19,35","27,45",25,0,0,"274,5",81,"Мехико, Мексика"
"Rambla de Catalu?a, 23",5,Мясо/Птица,Барселона,Магазин распродаж,ТрансСервис,Jusep del pep,Испания,5,(93) 203 4561,23.09.2006,10426,(93) 203 4560,8022,64,Фарш говяжий,1,,12,0,"26,05",7,1,"29,25","33,32","33,25",22,80,"233,24","28,49","Барселона, Испания"
"Rambla de Catalu?a, 23",5,Мясо/Птица,Барселона,Магазин распродаж,ТрансСервис,Jusep del pep,Испания,5,(93) 203 4561,23.09.2006,10426,(93) 203 4560,8022,56,Свинина,1,,26,0,"26,05",5,15,"34,17","36,29",38,21,10,"181,45","10,6","Барселона, Испания"
Luisenstr. 48,2,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,24.09.2006,10367,0251-031259,44087,65,Чеснок,2,,2,0,"56,88",15,40,"8,68","9,41","10,05",76,0,"141,15","10,95","Мюнстер, Германия"
Luisenstr. 48,2,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,24.09.2006,10367,0251-031259,44087,77,Свекла,2,,12,0,"56,88",7,1,"10,95","14,23",13,32,0,"99,61","22,96","Мюнстер, Германия"
Luisenstr. 48,3,Кондитерские изделия,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,24.09.2006,10367,0251-031259,44087,54,Десерт медовый,2,,25,0,"56,88",18,24,"30,27","37,37","35,45",21,0,"672,66","127,8","Мюнстер, Германия"
Luisenstr. 48,4,Молочные продукты,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,7,0251-035695,24.09.2006,10367,0251-031259,44087,34,Кефир,2,,16,0,"56,88",36,12,"6,76","7,56",8,111,0,"272,16","28,8","Мюнстер, Германия"
Strada Provinciale 124,8,Приправы,Реджио Эмилия,Фуд дисконт,ТрансСервис,Anna Bella,Италия,6,0522-556722,24.09.2006,10428,0522-556721,42100,46,Укроп,1,,21,0,"65,62",20,40,"9,07","12,07",12,95,0,"241,4",60,"Реджио Эмилия, Италия"
Berliner Platz 43,1,Фрукты,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,8,089-0877451,25.09.2006,10859,089-0877310,80805,24,Абрикос,2,,10,"0,25","64,1",40,100,"3,9","4,51","4,5",20,0,"180,4","24,4","Мюнхен, Германия"
Berliner Platz 43,3,Кондитерские изделия,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,8,089-0877451,25.09.2006,10859,089-0877310,80805,54,Десерт медовый,2,,25,"0,25","64,1",35,24,"30,27","35,86","35,45",21,0,"1255,1","195,65","Мюнхен, Германия"
Berliner Platz 43,5,Мясо/Птица,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,8,089-0877451,25.09.2006,10859,089-0877310,80805,64,Фарш говяжий,2,,12,"0,25","64,1",30,1,"29,25",35,"33,25",22,80,1050,"172,5","Мюнхен, Германия"
Ave. 5 de Mayo Porlamar,3,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,26.09.2006,10919,(8) 34-56-12,4980,16,Печенье сдобное,2,,7,0,"58,44",24,24,"7,33","10,09","9,45",29,0,"242,16","66,24","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,3,Кондитерские изделия,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,26.09.2006,10919,(8) 34-56-12,4980,25,Пирожное Медовик,2,,11,0,"58,44",24,1,"10,85","12,73",14,76,0,"305,52","45,12","Иль де Маргарит, Венесуэла"
Ave. 5 de Mayo Porlamar,8,Приправы,Иль де Маргарит,Эль Пирата,ТрансАвтоГруз,Andr?s Barbanegra,Венесуэла,3,(8) 34-93-93,26.09.2006,10919,(8) 34-56-12,4980,40,Имбирь,2,,19,0,"58,44",20,1,"16,34",20,"18,4",123,0,400,"73,2","Иль де Маргарит, Венесуэла"
"Gran V?a, 1",3,Кондитерские изделия,Мадрил,Фруктовый карнавал,ТрансСервис,Emilio Ilegal,Испания,5,(91) 745 6210,26.09.2006,10917,(91) 745 6200,28001,60,Сладкий снек,1,,28,0,"21,46",10,53,"4,44","4,69",5,19,0,"46,9","2,5","Мадрил, Испания"
"Gran V?a, 1",8,Приправы,Мадрил,Фруктовый карнавал,ТрансСервис,Emilio Ilegal,Испания,5,(91) 745 6210,26.09.2006,10917,(91) 745 6200,28001,30,Прованские травы,1,,13,0,"21,46",1,1,"22,71","26,2","25,89",10,0,"26,2","3,49","Мадрил, Испания"
Berguvsv?gen 8,1,Фрукты,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,3,0921-12 34 67,30.09.2006,10924,0921-12 34 65,S-958 22,75,Хурма,2,,12,0,"31,99",6,1,"6,61","7,44","7,75",125,0,"44,64","4,98","Лулеа, Швеция"
"Alameda dos Can?rios, 891",3,Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,30.09.2006,10868,(11) 555-1189,05487-020,26,Пирожное Восточное,2,,11,0,"24,03",20,1,"26,13","33,32","31,23",15,0,"666,4","143,8","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",3,Кондитерские изделия,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,30.09.2006,10868,(11) 555-1189,05487-020,49,Десерт творожный,2,,23,"0,1","24,03",42,1,"15,43","19,47",20,10,60,"817,74","169,68","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",4,Молочные продукты,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,30.09.2006,10868,(11) 555-1189,05487-020,35,Творожный сырок,2,,16,0,"24,03",30,14,"5,17","6,24",6,20,0,"187,2","32,1","Сан Паоло, Бразилия"
"Rua do Pa?o, 67",5,Мясо/Птица,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,9,(21) 555-8765,30.09.2006,10925,(21) 555-0091,05454-876,52,Говядина,2,,24,"0,15","67,89",12,14,"70,81","84,91",80,38,0,"1018,92","169,2","Рио де Жанейро, Бразилия"
Berguvsv?gen 8,7,Крупы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,3,0921-12 34 67,30.09.2006,10924,0921-12 34 65,S-958 22,28,Рис,2,,12,"0,1","31,99",30,1,"36,81","46,8","45,6",26,0,1404,"299,7","Лулеа, Швеция"
Berguvsv?gen 8,8,Приправы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,3,0921-12 34 67,30.09.2006,10924,0921-12 34 65,S-958 22,10,Кориандр,2,,4,"0,1","31,99",20,20,"6,2","6,89",7,31,0,"137,8","13,8","Лулеа, Швеция"
"Rua do Pa?o, 67",8,Приправы,Рио де Жанейро,Карнавал еды,ТрансАвтоГруз,Joe do Pintho,Бразилия,9,(21) 555-8765,30.09.2006,10925,(21) 555-0091,05454-876,36,Тмин,2,,17,"0,15","67,89",25,20,"6,45","7,96",8,112,0,199,"37,75","Рио де Жанейро, Бразилия"
"Rambla de Catalu?a, 23",2,Овощи,Барселона,Магазин распродаж,ТрансСервис,Jusep del pep,Испания,4,(93) 203 4561,01.10.2006,10928,(93) 203 4560,8022,76,Перец чили,1,,23,0,"76,32",5,2,"304,7","363,64",399,57,0,"1818,2","294,7","Барселона, Испания"
"Rambla de Catalu?a, 23",6,Морепродукты,Барселона,Магазин распродаж,ТрансСервис,Jusep del pep,Испания,4,(93) 203 4561,01.10.2006,10928,(93) 203 4560,8022,47,Мидии мини,1,,22,0,"76,32",5,14,"22,12","25,5","25,5",36,0,"127,5","16,9","Барселона, Испания"
35 King George,2,Овощи,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,02.10.2006,10933,(171) 555-0297,WX1 6LT,53,Патиссон,2,,24,0,"32,82",2,6,"52,38","55,19","60,8",0,0,"110,38","5,62","Лондон, Англия"
35 King George,3,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,3,(171) 555-3373,02.10.2006,10933,(171) 555-0297,WX1 6LT,61,Шоколад Снежинка,2,,29,0,"32,82",30,20,"22,24","25,49","26,5",113,0,"764,7","97,5","Лондон, Англия"
Grenzacherweg 237,5,Мясо/Птица,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,6,,02.10.2006,10931,0897-034214,1203,57,Фарш свиной,1,,26,0,"54,14",30,20,"16,14","19,25","19,5",36,0,"577,5","93,3","Женева, Швейцария"
Grenzacherweg 237,8,Приправы,Женева,Кухня,ТрансСервис,Carl Perry,Швейцария,6,,02.10.2006,10931,0897-034214,1203,13,Корица,1,,6,"0,15","54,14",42,25,"21,11","27,03",25,24,0,"1135,26","248,64","Женева, Швейцария"
2732 Baker Blvd.,8,Приправы,Юджин,Магазинчик на Углу,АвтоЛогистика,Ross The Boss,США,1,,05.10.2006,10936,(503) 555-7555,97403,36,Тмин,3,OR,17,"0,2","57,08",30,20,"6,45","8,72",8,112,0,"261,6","68,1","Юджин, США"
Via Ludovico il Moro 22,1,Фрукты,Бергамо,Караван,ТрансСервис,Luca Brassi,Италия,6,035-640231,06.10.2006,10939,035-640230,24100,2,Апельсин,1,,1,"0,15","34,2",10,10,"16,17","17,96",19,17,40,"179,6","17,9","Бергамо, Италия"
Via Ludovico il Moro 22,2,Овощи,Бергамо,Караван,ТрансСервис,Luca Brassi,Италия,6,035-640231,06.10.2006,10939,035-640230,24100,67,Помидор черри,1,,16,"0,15","34,2",40,26,"46,1","59,21",60,52,0,"2368,4","524,4","Бергамо, Италия"
1900 Oak St.,5,Мясо/Птица,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,1,(604) 555-7293,07.10.2006,10943,(604) 555-3392,V3F 2K1,22,Курица,3,BC,9,0,"30,3",21,90,"2,65","3,49","3,5",104,0,"73,29","17,64","Ванкувер, Канада"
1900 Oak St.,8,Приправы,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,1,(604) 555-7293,07.10.2006,10943,(604) 555-3392,V3F 2K1,13,Корица,3,BC,6,0,"30,3",15,25,"21,11","24,28",25,24,0,"364,2","47,55","Ванкувер, Канада"
1900 Oak St.,8,Приправы,Ванкувер,Милелниум,АвтоЛогистика,Joe Barry,Канада,1,(604) 555-7293,07.10.2006,10943,(604) 555-3392,V3F 2K1,46,Укроп,3,BC,21,0,"30,3",15,40,"9,07","12,39",12,95,0,"185,85","49,8","Ванкувер, Канада"
Luisenstr. 48,1,Фрукты,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,8,0251-035695,08.10.2006,10944,0251-031259,44087,11,Киви,2,,5,"0,25","71,52",5,25,"21,1","25,9",28,22,30,"129,5",24,"Мюнстер, Германия"
Luisenstr. 48,2,Овощи,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,8,0251-035695,08.10.2006,10944,0251-031259,44087,44,Батат,2,,20,"0,25","71,52",18,7,"67,17","72,73","75,45",27,0,"1309,14","100,08","Мюнстер, Германия"
Luisenstr. 48,5,Мясо/Птица,Мюнстер,Бомбастик,ТрансАвтоГруз,Heinz Disco,Германия,8,0251-035695,08.10.2006,10944,0251-031259,44087,56,Свинина,2,,26,0,"71,52",18,15,"34,17","40,4",38,21,10,"727,2","112,14","Мюнстер, Германия"
"Finca La Campana, 33",3,Кондитерские изделия,Сеаилья,Карнавал,ТрансСервис,El Cordobes,Испания,5,,09.10.2006,10948,(95) 555 82 82,41101,55,Десерт низкокалорийный,1,,25,0,"30,03",4,20,"33,18","38,73",39,115,0,"154,92","22,2","Сеаилья, Испания"
"Finca La Campana, 33",4,Молочные продукты,Сеаилья,Карнавал,ТрансСервис,El Cordobes,Испания,5,,09.10.2006,10948,(95) 555 82 82,41101,50,Творог 1%,1,,23,0,"30,03",9,1,"13,57","16,05","16,25",65,0,"144,45","22,32","Сеаилья, Испания"
"Finca La Campana, 33",6,Морепродукты,Сеаилья,Карнавал,ТрансСервис,El Cordobes,Испания,5,,09.10.2006,10948,(95) 555 82 82,41101,51,Мидии,1,,24,0,"30,03",40,10,"82,74","100,76","99,9",20,0,"4030,4","720,8","Сеаилья, Испания"
120 Hanover Sq.,1,Фрукты,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,9,(171) 555-6750,12.10.2006,10953,(171) 555-7788,WA1 1DP,31,Груша,2,,14,"0,05","29,59",50,20,"7,53","7,89","8,5",0,70,"394,5",18,"Лондон, Англия"
Vinb?ltet 34,1,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,9,31 13 35 57,12.10.2006,10951,31 12 34 56,1734,75,Хурма,2,,12,"0,05","30,61",50,1,"6,61","7,23","7,75",125,0,"361,5",31,"Копенгаген, Дания"
Obere Str. 57,2,Овощи,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,7,030-0076545,12.10.2006,10952,030-0074321,12209,6,Лук,2,,3,"0,05","78,07",16,50,"3,21","3,87",4,120,0,"61,92","10,56","Берлин, Германия"
120 Hanover Sq.,3,Кондитерские изделия,Лондон,Магазин у дома,ТрансАвтоГруз,Carl Montgomery,Англия,9,(171) 555-6750,12.10.2006,10953,(171) 555-7788,WA1 1DP,20,Блинчики с начинкой,2,,8,"0,05","29,59",50,1,"64,49","83,9",81,40,0,4195,"970,5","Лондон, Англия"
Vinb?ltet 34,3,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,9,31 13 35 57,12.10.2006,10951,31 12 34 56,1734,33,Десер Фруктовый,2,,15,"0,05","30,61",15,25,"20,2","23,72","25,5",112,0,"355,8","52,8","Копенгаген, Дания"
Obere Str. 57,7,Крупы,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,7,030-0076545,12.10.2006,10952,030-0074321,12209,28,Рис,2,,12,0,"78,07",2,1,"36,81","44,55","45,6",26,0,"89,1","15,48","Берлин, Германия"
Vinb?ltet 34,8,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,9,31 13 35 57,12.10.2006,10951,31 12 34 56,1734,41,Зира,2,,19,"0,05","30,61",6,1,"7,28","9,54","9,65",85,0,"57,24","13,56","Копенгаген, Дания"
"Finca La Campana, 33",1,Фрукты,Сеаилья,Карнавал,ТрансСервис,El Cordobes,Испания,5,,12.10.2006,10888,(95) 555 82 82,41101,2,Апельсин,1,,1,0,"32,12",20,10,"16,17","20,46",19,17,40,"409,2","85,8","Сеаилья, Испания"
"Finca La Campana, 33",3,Кондитерские изделия,Сеаилья,Карнавал,ТрансСервис,El Cordobes,Испания,5,,12.10.2006,10888,(95) 555 82 82,41101,68,Сладкий батончик,1,,8,0,"32,12",18,1,"9,67","11,56","12,5",6,10,"208,08","34,02","Сеаилья, Испания"
35 King George,1,Фрукты,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,9,(171) 555-3373,13.10.2006,10955,(171) 555-0297,WX1 6LT,75,Хурма,2,,12,"0,2","59,3",12,1,"6,61","7,86","7,75",125,0,"94,32",15,"Лондон, Англия"
"Av. Brasil, 442",1,Фрукты,Кампинас,Карнавал продуктов,ТрансАвтоГруз,Anna Figo,Бразилия,9,,14.10.2006,10959,(11) 555-9482,04876-786,75,Хурма,2,,12,"0,15","26,74",20,1,"6,61","7,24","7,75",125,0,"144,8","12,6","Кампинас, Бразилия"
"Alameda dos Can?rios, 891",2,Овощи,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,15.10.2006,10961,(11) 555-1189,05487-020,76,Перец чили,2,,23,0,"74,31",60,2,"304,7","388,91",399,57,0,"23334,6","5052,6","Сан Паоло, Бразилия"
"Alameda dos Can?rios, 891",5,Мясо/Птица,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,3,,15.10.2006,10961,(11) 555-1189,05487-020,52,Говядина,2,,24,"0,05","74,31",6,14,"70,81","74,17",80,38,0,"445,02","20,16","Сан Паоло, Бразилия"
Jardim das rosas n. 32,3,Кондитерские изделия,Лиссабон,Лучшие традиции,ТрансСервис,Vitor Baiha,Португалия,5,(1) 354-2535,15.10.2006,10963,(1) 354-2534,1675,60,Сладкий снек,1,,28,"0,15","73,12",2,53,"4,44","4,78",5,19,0,"9,56","0,68","Лиссабон, Португалия"
Rue Joseph-Bens 532,5,Мясо/Птица,Брюссель,На каждый день,ТрансСервис,Marco Van Deum,Бельгия,4,(02) 201 24 68,15.10.2006,10896,(02) 201 24 67,B-1180,56,Свинина,1,,26,0,"56,57",16,15,"34,17","36,17",38,21,10,"578,72",32,"Брюссель, Бельгия"
Rue Joseph-Bens 532,6,Морепродукты,Брюссель,На каждый день,ТрансСервис,Marco Van Deum,Бельгия,4,(02) 201 24 68,15.10.2006,10896,(02) 201 24 67,B-1180,45,Крабовые палочки,1,,21,0,"56,57",15,100,"8,44","9,39","9,5",5,70,"140,85","14,25","Брюссель, Бельгия"
"184, chauss?e de Tournai",3,Кондитерские изделия,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,16.10.2006,10966,20.16.10.16,59000,62,Шоколад Молочное Чудо,1,,29,"0,15","23,19",12,30,"25,39","28,64","29,3",17,0,"343,68",39,"Лилль, Франция"
"184, chauss?e de Tournai",5,Мясо/Птица,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,16.10.2006,10966,20.16.10.16,59000,56,Свинина,1,,26,"0,15","23,19",12,15,"34,17","39,12",38,21,10,"469,44","59,4","Лилль, Франция"
"184, chauss?e de Tournai",8,Приправы,Лилль,Эконом маркет,ТрансСервис,Jaques Wilneuve,Франция,6,20.16.10.17,16.10.2006,10966,20.16.10.16,59000,37,Хмели-Сунели,1,,17,0,"23,19",8,21,"3,43","4,17",4,11,50,"33,36","5,92","Лилль, Франция"
"67, avenue de l'Europe",1,Фрукты,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,5,30.59.85.11,20.10.2006,10973,30.59.84.10,78000,75,Хурма,1,,12,0,"79,19",10,1,"6,61","8,21","7,75",125,0,"82,1",16,"Версаль, Франция"
"67, avenue de l'Europe",3,Кондитерские изделия,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,4,30.59.85.11,20.10.2006,10972,30.59.84.10,78000,33,Десер Фруктовый,1,,15,0,"50,66",7,25,"20,2","25,33","25,5",112,0,"177,31","35,91","Версаль, Франция"
"67, avenue de l'Europe",3,Кондитерские изделия,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,5,30.59.85.11,20.10.2006,10973,30.59.84.10,78000,26,Пирожное Восточное,1,,11,0,"79,19",5,1,"26,13","30,84","31,23",15,0,"154,2","23,55","Версаль, Франция"
"C/ de Don Quijote, 67",5,Мясо/Птица,Мадрид,Ашан,ТрансСервис,Julio Iglesias,Испания,4,(91) 555 91 99,20.10.2006,10970,(91) 555 22 82,28023,52,Говядина,1,,24,"0,2","50,83",40,14,"70,81","76,23",80,38,0,"3049,2","216,8","Мадрид, Испания"
"67, avenue de l'Europe",6,Морепродукты,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,4,30.59.85.11,20.10.2006,10972,30.59.84.10,78000,17,Кальмары,1,,7,0,"50,66",6,36,"19,35","25,26",25,0,0,"151,56","35,46","Версаль, Франция"
"67, avenue de l'Europe",8,Приправы,Версаль,Верный,ТрансСервис,Philippe de Laval,Франция,5,30.59.85.11,20.10.2006,10973,30.59.84.10,78000,41,Зира,1,,19,0,"79,19",6,1,"7,28","8,71","9,65",85,0,"52,26","8,58","Версаль, Франция"
P.O. Box 555,2,Овощи,Ландер,Макарена,АвтоЛогистика,Paul Smith,США,1,(307) 555-6525,21.10.2006,10974,(307) 555-4680,82520,63,Кабачок,3,WY,7,0,"55,91",10,68,"15,9","20,74","19,9",24,0,"207,4","48,4","Ландер, США"
Carrera 22 con Ave. Carlos Soublette #8-35,7,Крупы,Сан Кристобаль,Дешевые продукты,ТрансАвтоГруз,Nicolas Balines,Венесуэла,9,(5) 555-1948,21.10.2006,10976,(5) 555-1340,5022,28,Рис,2,,12,0,"76,17",20,1,"36,81","42,34","45,6",26,0,"846,8","110,6","Сан Кристобаль, Венесуэла"
722 DaVinci Blvd.,2,Овощи,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,1,(206) 555-2174,22.10.2006,10977,(206) 555-8257,98034,63,Кабачок,3,WA,7,0,"65,21",20,68,"15,9","21,68","19,9",24,0,"433,6","115,6","Киркланд, США"
722 DaVinci Blvd.,2,Овощи,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,1,(206) 555-2174,22.10.2006,10977,(206) 555-8257,98034,39,Кукуруза,3,WA,18,0,"65,21",30,3,"48,17","60,54",60,69,0,"1816,2","371,1","Киркланд, США"
722 DaVinci Blvd.,6,Морепродукты,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,1,(206) 555-2174,22.10.2006,10977,(206) 555-8257,98034,47,Мидии мини,3,WA,22,0,"65,21",30,14,"22,12","26,99","25,5",36,0,"809,7","146,1","Киркланд, США"
