address,category,city,customer_company,shippers_company,customer,country,order_date,order_id,phone,postal_code,product,state_province,discount,freight,quantity,qunatity_per_unit,unit_cost,unit_price,unit_price_products,units_in_stock,unit_on_order,sales,profit,city_and_country
722 DaVinci Blvd.,Кондитерские изделия,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,2006-07-15,10574,(206) 555-8257,98034,Шоколад Молочное Чудо,Washington,0.0,71.84,10,30,25.39,30.03,29.3,17,0,300.3,46.4,"Киркланд, США"
722 DaVinci Blvd.,Мясо/Птица,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,2006-07-15,10574,(206) 555-8257,98034,Фарш говяжий,Washington,0.0,71.84,6,1,29.25,35.48,33.25,22,80,212.88,37.38,"Киркланд, США"
722 DaVinci Blvd.,Приправы,Киркланд,Бонд,АвтоЛогистика,Mark Stark,США,2006-07-15,10574,(206) 555-8257,98034,Имбирь,Washington,0.0,71.84,2,1,16.34,19.29,18.4,123,0,38.58,5.9,"Киркланд, США"
"Alameda dos Can?rios, 891",Фрукты,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-07-15,10786,(11) 555-1189,05487-020,Хурма,,0.2,27.74,42,1,6.61,7.0,7.75,125,0,294.0,16.38,"Сан Паоло, Бразилия"
Mehrheimerstr. 369,Фрукты,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2006-07-15,10260,0221-0644327,50739,Ананас,,0.25,56.99,21,15,24.98,29.37,29.0,15,10,616.77,92.19,"Кёльн, Германия"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-07-15,10787,31 12 34 56,1734,Апельсин,,0.05,23.04,15,10,16.17,19.13,19.0,17,40,286.95,44.4,"Копенгаген, Дания"
"Alameda dos Can?rios, 891",Овощи,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-07-15,10786,(11) 555-1189,05487-020,Картофель Сорт 1,,0.2,27.74,30,20,16.14,18.4,20.0,6,0,552.0,67.8,"Сан Паоло, Бразилия"
Mehrheimerstr. 369,Кондитерские изделия,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2006-07-15,10260,0221-0644327,50739,Шоколад Молочное Чудо,,0.25,56.99,15,30,25.39,28.82,29.3,17,0,432.3,51.45,"Кёльн, Германия"
Mehrheimerstr. 369,Мясо/Птица,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2006-07-15,10260,0221-0644327,50739,Фарш свиной,,0.0,56.99,50,20,16.14,18.58,19.5,36,0,929.0,122.0,"Кёльн, Германия"
Vinb?ltet 34,Морепродукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-07-15,10787,31 12 34 56,1734,Креветки,,0.05,23.04,20,1,100.74,125.81,123.79,0,0,2516.2,501.4,"Копенгаген, Дания"
"Alameda dos Can?rios, 891",Приправы,Сан Паоло,Все для Кухни,ТрансАвтоГруз,Jorge Alemaio,Бразилия,2006-07-15,10786,(11) 555-1189,05487-020,Прованские травы,,0.2,27.74,15,1,22.71,27.97,25.89,10,0,419.55,78.9,"Сан Паоло, Бразилия"
Mehrheimerstr. 369,Приправы,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2006-07-15,10260,0221-0644327,50739,Зира,,0.25,56.99,16,1,7.28,10.02,9.65,85,0,160.32,43.84,"Кёльн, Германия"
"Rua Or?s, 92",Фрукты,Сан Паоло,Овощной базар,ТрансАвтоГруз,Romario do Sauza,Бразилия,2006-07-17,10512,(11) 555-9857,05442-030,Абрикос,,0.15,24.02,10,100,3.9,4.6,4.5,20,0,46.0,7.0,"Сан Паоло, Бразилия"
"Rua Or?s, 92",Кондитерские изделия,Сан Паоло,Овощной базар,ТрансАвтоГруз,Romario do Sauza,Бразилия,2006-07-17,10512,(11) 555-9857,05442-030,Сладкий снек,,0.15,24.02,12,53,4.44,5.25,5.0,19,0,63.0,9.72,"Сан Паоло, Бразилия"
"Rua Or?s, 92",Морепродукты,Сан Паоло,Овощной базар,ТрансАвтоГруз,Romario do Sauza,Бразилия,2006-07-17,10512,(11) 555-9857,05442-030,Мидии мини,,0.15,24.02,6,14,22.12,26.65,25.5,36,0,159.9,27.18,"Сан Паоло, Бразилия"
"Rua Or?s, 92",Приправы,Сан Паоло,Овощной базар,ТрансАвтоГруз,Romario do Sauza,Бразилия,2006-07-17,10512,(11) 555-9857,05442-030,Укроп,,0.15,24.02,9,40,9.07,12.55,12.0,95,0,112.95,31.32,"Сан Паоло, Бразилия"
Taucherstra?e 10,Фрукты,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2006-07-18,10788,0372-035188,1307,Хурма,,0.05,69.96,40,1,6.61,8.37,7.75,125,0,334.8,70.4,"Кюневальд, Германия"
"Av. In?s de Castro, 414",Овощи,Сан Паоло,Маленький Супермаркет,ТрансАвтоГруз,Mercedes Couto,Бразилия,2006-07-18,10606,(11) 555-2167,05442-030,Огурец,,0.2,77.76,20,15,19.34,22.86,22.0,53,0,457.2,70.4,"Сан Паоло, Бразилия"
"Av. In?s de Castro, 414",Кондитерские изделия,Сан Паоло,Маленький Супермаркет,ТрансАвтоГруз,Mercedes Couto,Бразилия,2006-07-18,10606,(11) 555-2167,05442-030,Десерт низкокалорийный,,0.2,77.76,20,20,33.18,41.77,39.0,115,0,835.4,171.8,"Сан Паоло, Бразилия"
"Av. In?s de Castro, 414",Кондитерские изделия,Сан Паоло,Маленький Супермаркет,ТрансАвтоГруз,Mercedes Couto,Бразилия,2006-07-18,10606,(11) 555-2167,05442-030,Шоколад Молочное Чудо,,0.2,77.76,10,30,25.39,29.31,29.3,17,0,293.1,39.2,"Сан Паоло, Бразилия"
Taucherstra?e 10,Кондитерские изделия,Кюневальд,Грюнвальд,ТрансАвтоГруз,George Essen,Германия,2006-07-18,10788,0372-035188,1307,Печенье сахарное,,0.05,69.96,50,1,7.4,9.51,9.2,25,0,475.5,105.5,"Кюневальд, Германия"
"Av. Brasil, 442",Мясо/Птица,Кампинас,Карнавал продуктов,ТрансАвтоГруз,Anna Figo,Бразилия,2006-07-18,10790,(11) 555-9482,04876-786,Свинина,,0.15,73.17,20,15,34.17,36.44,38.0,21,10,728.8,45.4,"Кампинас, Бразилия"
"Av. Brasil, 442",Крупы,Кампинас,Карнавал продуктов,ТрансАвтоГруз,Anna Figo,Бразилия,2006-07-18,10790,(11) 555-9482,04876-786,Гречневая крупа,,0.15,73.17,3,40,33.11,38.9,40.0,15,0,116.7,17.37,"Кампинас, Бразилия"
Berliner Platz 43,Морепродукты,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-07-19,10791,089-0877310,80805,Креветки,,0.05,47.97,14,1,100.74,115.14,123.79,0,0,1611.96,201.6,"Мюнхен, Германия"
Berliner Platz 43,Приправы,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-07-19,10791,089-0877310,80805,Зира,,0.05,47.97,20,1,7.28,9.63,9.65,85,0,192.6,47.0,"Мюнхен, Германия"
Walserweg 21,Мясо/Птица,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-07-20,10793,0241-039123,52066,Говядина,,0.0,66.11,8,14,70.81,84.49,80.0,38,0,675.92,109.44,"Аахен, Германия"
Walserweg 21,Приправы,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-07-20,10793,0241-039123,52066,Зира,,0.0,66.11,14,1,7.28,8.99,9.65,85,0,125.86,23.94,"Аахен, Германия"
"Av. Brasil, 442",Мясо/Птица,Кампинас,Карнавал продуктов,ТрансАвтоГруз,Anna Figo,Бразилия,2006-07-28,10652,(11) 555-9482,04876-786,Утка,,0.0,53.6,20,1,10.95,13.38,14.0,26,0,267.6,48.6,"Кампинас, Бразилия"
"Av. Brasil, 442",Приправы,Кампинас,Карнавал продуктов,ТрансАвтоГруз,Anna Figo,Бразилия,2006-07-28,10652,(11) 555-9482,04876-786,Прованские травы,,0.25,53.6,2,1,22.71,26.24,25.89,10,0,52.48,7.06,"Кампинас, Бразилия"
8 Johnstown Road,Кондитерские изделия,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-08-01,10815,2 967 542,125 80,Десер Фруктовый,,0.0,45.86,16,25,20.2,27.96,25.5,112,0,447.36,124.16,"Корк, Ирландия"
"2, rue du Commerce",Кондитерские изделия,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-01,10814,78.32.54.86,69004,Шоколад Снежинка,,0.15,76.36,30,20,22.24,27.15,26.5,113,0,814.5,147.3,"Лион, Франция"
"2, rue du Commerce",Молочные продукты,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-01,10814,78.32.54.86,69004,Молоко 1%,,0.15,76.36,20,1,10.48,12.32,12.0,17,10,246.4,36.8,"Лион, Франция"
"2, rue du Commerce",Морепродукты,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-01,10814,78.32.54.86,69004,Креветки мини,,0.15,76.36,8,25,28.35,33.1,32.75,15,70,264.8,38.0,"Лион, Франция"
"2, rue du Commerce",Приправы,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-01,10814,78.32.54.86,69004,Зира,,0.0,76.36,20,1,7.28,8.88,9.65,85,0,177.6,32.0,"Лион, Франция"
Walserweg 21,Фрукты,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-08-05,10824,0241-039123,52066,Ананас,,0.0,26.47,9,15,24.98,30.99,29.0,15,10,278.91,54.09,"Аахен, Германия"
Carrera 52 con Ave. Bol?var #65-98 Llano Largo,Фрукты,Баргусимето,Лос Ватос Локос,ТрансАвтоГруз,Tony Montana,Венесуэла,2006-08-05,10823,(9) 331-6954,3508,Киви,,0.1,53.04,20,25,21.1,30.31,28.0,22,30,606.2,184.2,"Баргусимето, Венесуэла"
Carrera 52 con Ave. Bol?var #65-98 Llano Largo,Овощи,Баргусимето,Лос Ватос Локос,ТрансАвтоГруз,Tony Montana,Венесуэла,2006-08-05,10823,(9) 331-6954,3508,Свекла,,0.1,53.04,15,1,10.95,13.11,13.0,32,0,196.65,32.4,"Баргусимето, Венесуэла"
Carrera 52 con Ave. Bol?var #65-98 Llano Largo,Кондитерские изделия,Баргусимето,Лос Ватос Локос,ТрансАвтоГруз,Tony Montana,Венесуэла,2006-08-05,10823,(9) 331-6954,3508,Чупа-Чупс,,0.1,53.04,40,105,6.69,8.91,8.5,79,0,356.4,88.8,"Баргусимето, Венесуэла"
Carrera 52 con Ave. Bol?var #65-98 Llano Largo,Мясо/Птица,Баргусимето,Лос Ватос Локос,ТрансАвтоГруз,Tony Montana,Венесуэла,2006-08-05,10823,(9) 331-6954,3508,Фарш свиной,,0.0,53.04,15,20,16.14,20.82,19.5,36,0,312.3,70.2,"Баргусимето, Венесуэла"
Walserweg 21,Приправы,Аахен,Дикси,ТрансАвтоГруз,Lars von Holstein,Германия,2006-08-05,10824,0241-039123,52066,Зира,,0.0,26.47,12,1,7.28,8.7,9.65,85,0,104.4,17.04,"Аахен, Германия"
"Crowther Way""",Фрукты,Ковз,Продукты для леди,ТрансАвтоГруз,Al Yankovic,Англия,2006-08-09,10829,(198) 555-8888,PO31 7PJ,Апельсин,,0.0,67.88,10,10,16.17,20.11,19.0,17,40,201.1,39.4,"Ковз, Англия"
"Crowther Way""",Овощи,Ковз,Продукты для леди,ТрансАвтоГруз,Al Yankovic,Англия,2006-08-09,10829,(198) 555-8888,PO31 7PJ,Картофель Сорт 1,,0.0,67.88,20,20,16.14,19.77,20.0,6,0,395.4,72.6,"Ковз, Англия"
"Crowther Way""",Кондитерские изделия,Ковз,Продукты для леди,ТрансАвтоГруз,Al Yankovic,Англия,2006-08-09,10829,(198) 555-8888,PO31 7PJ,Сладкий снек,,0.0,67.88,21,53,4.44,5.38,5.0,19,0,112.98,19.74,"Ковз, Англия"
"Crowther Way""",Приправы,Ковз,Продукты для леди,ТрансАвтоГруз,Al Yankovic,Англия,2006-08-09,10829,(198) 555-8888,PO31 7PJ,Корица,,0.0,67.88,10,25,21.11,26.43,25.0,24,0,264.3,53.2,"Ковз, Англия"
Geislweg 14,Овощи,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,2006-08-09,10828,6562-9722,5020,Баклажан,,0.0,78.73,2,4,62.38,75.48,80.5,17,0,150.96,26.2,"Зальцбург, Австрия"
Geislweg 14,Кондитерские изделия,Зальцбург,Формат,ТрансСервис,Herbert Bernstorf,Австрия,2006-08-09,10828,6562-9722,5020,Блинчики с начинкой,,0.0,78.73,5,1,64.49,81.87,81.0,40,0,409.35,86.9,"Зальцбург, Австрия"
Mehrheimerstr. 369,Приправы,Кёльн,Кёльн,ТрансАвтоГруз,Herman Schlusse,Германия,2006-08-10,11020,0221-0644327,50739,Кориандр,,0.15,63.08,24,20,6.2,7.14,7.0,31,0,171.36,22.56,"Кёльн, Германия"
1 rue Alsace-Lorraine,Овощи,Тулуза,Магнит,ТрансСервис,Louise Davu,Франция,2006-08-10,10832,61.77.61.10,31000,Батат,,0.2,30.97,16,7,67.17,68.14,75.45,27,0,1090.24,15.52,"Тулуза, Франция"
1 rue Alsace-Lorraine,Кондитерские изделия,Тулуза,Магнит,ТрансСервис,Louise Davu,Франция,2006-08-10,10832,61.77.61.10,31000,Пирожное Медовик,,0.2,30.97,10,1,10.85,13.8,14.0,76,0,138.0,29.5,"Тулуза, Франция"
1 rue Alsace-Lorraine,Мясо/Птица,Тулуза,Магнит,ТрансСервис,Louise Davu,Франция,2006-08-10,10832,61.77.61.10,31000,Фарш говяжий,,0.0,30.97,3,1,29.25,33.06,33.25,22,80,99.18,11.43,"Тулуза, Франция"
1 rue Alsace-Lorraine,Приправы,Тулуза,Магнит,ТрансСервис,Louise Davu,Франция,2006-08-10,10832,61.77.61.10,31000,Корица,,0.2,30.97,3,25,21.11,25.6,25.0,24,0,76.8,13.47,"Тулуза, Франция"
Obere Str. 57,Овощи,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2006-08-11,10835,030-0074321,12209,Свекла,,0.2,45.71,2,1,10.95,12.3,13.0,32,0,24.6,2.7,"Берлин, Германия"
Obere Str. 57,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2006-08-11,10835,030-0074321,12209,Чупа-Чупс,,0.0,45.71,15,105,6.69,8.04,8.5,79,0,120.6,20.25,"Берлин, Германия"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-12,10417,31 12 34 56,1734,Свекла,,0.0,29.88,35,1,10.95,13.3,13.0,32,0,465.5,82.25,"Копенгаген, Дания"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-12,10417,31 12 34 56,1734,Баклажан,,0.0,29.88,50,4,62.38,79.21,80.5,17,0,3960.5,841.5,"Копенгаген, Дания"
Berguvsv?gen 8,Овощи,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2006-08-12,10837,0921-12 34 65,S-958 22,Перец чили,,0.25,25.42,21,2,304.7,386.32,399.0,57,0,8112.72,1714.02,"Лулеа, Швеция"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-12,10417,31 12 34 56,1734,Сладкий батончик,,0.25,29.88,36,1,9.67,12.56,12.5,6,10,452.16,104.04,"Копенгаген, Дания"
Berguvsv?gen 8,Морепродукты,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2006-08-12,10837,0921-12 34 65,S-958 22,Мидии мини,,0.25,25.42,40,14,22.12,27.12,25.5,36,0,1084.8,200.0,"Лулеа, Швеция"
Vinb?ltet 34,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-12,10417,31 12 34 56,1734,Укроп,,0.25,29.88,2,40,9.07,12.62,12.0,95,0,25.24,7.1,"Копенгаген, Дания"
Berguvsv?gen 8,Приправы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2006-08-12,10837,0921-12 34 65,S-958 22,Корица,,0.0,25.42,6,25,21.11,24.68,25.0,24,0,148.08,21.42,"Лулеа, Швеция"
Berguvsv?gen 8,Приправы,Лулеа,Магазин для всей семьи,ТрансАвтоГруз,Urra Gurra Aktersnurra,Швеция,2006-08-12,10837,0921-12 34 65,S-958 22,Имбирь,,0.0,25.42,25,1,16.34,18.01,18.4,123,0,450.25,41.75,"Лулеа, Швеция"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-14,10387,31 12 34 56,1734,Абрикос,,0.0,37.76,15,100,3.9,4.85,4.5,20,0,72.75,14.25,"Копенгаген, Дания"
Vinb?ltet 34,Фрукты,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-14,10387,31 12 34 56,1734,Персик,,0.0,37.76,15,10,26.49,28.99,30.5,26,0,434.85,37.5,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-14,10387,31 12 34 56,1734,Чупа-Чупс,,0.0,37.76,12,105,6.69,8.87,8.5,79,0,106.44,26.16,"Копенгаген, Дания"
Vinb?ltet 34,Крупы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-14,10387,31 12 34 56,1734,Рис,,0.0,37.76,6,1,36.81,47.51,45.6,26,0,285.06,64.2,"Копенгаген, Дания"
Vinb?ltet 34,Овощи,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-16,10841,31 12 34 56,1734,Свекла,,0.0,43.65,15,1,10.95,13.4,13.0,32,0,201.0,36.75,"Копенгаген, Дания"
Vinb?ltet 34,Кондитерские изделия,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-16,10841,31 12 34 56,1734,Чупа-Чупс,,0.0,43.65,50,105,6.69,8.63,8.5,79,0,431.5,97.0,"Копенгаген, Дания"
Vinb?ltet 34,Мясо/Птица,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-16,10841,31 12 34 56,1734,Свинина,,0.0,43.65,30,15,34.17,41.53,38.0,21,10,1245.9,220.8,"Копенгаген, Дания"
Vinb?ltet 34,Приправы,Копенгаген,Род и Вит,ТрансАвтоГруз,Preben Elkjaer,Дания,2006-08-16,10841,31 12 34 56,1734,Кориандр,,0.0,43.65,16,20,6.2,6.33,7.0,31,0,101.28,2.08,"Копенгаген, Дания"
8 Johnstown Road,Фрукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-08-17,10420,2 967 542,125 80,Ананас,,0.1,79.18,8,15,24.98,31.37,29.0,15,10,250.96,51.12,"Корк, Ирландия"
8 Johnstown Road,Морепродукты,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-08-17,10420,2 967 542,125 80,Омары,,0.1,79.18,20,10,32.9,36.68,39.0,29,0,733.6,75.6,"Корк, Ирландия"
8 Johnstown Road,Приправы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-08-17,10420,2 967 542,125 80,Корица,,0.1,79.18,2,25,21.11,26.88,25.0,24,0,53.76,11.54,"Корк, Ирландия"
8 Johnstown Road,Приправы,Корк,Волынка,ТрансАвтоГруз,Robert Bolero,Ирландия,2006-08-17,10420,2 967 542,125 80,Лавровый лист,,0.1,79.18,20,100,0.89,1.08,1.1,101,0,21.6,3.8,"Корк, Ирландия"
"2, rue du Commerce",Морепродукты,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-17,10843,78.32.54.86,69004,Мидии,,0.25,46.32,4,10,82.74,94.72,99.9,20,0,378.88,47.92,"Лион, Франция"
"Boulevard Tirou, 255",Фрукты,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2006-08-18,10846,(071) 23 67 22 20,B-6000,Ананас,,0.0,57.51,30,15,24.98,30.75,29.0,15,10,922.5,173.1,"Шарлеруа, Бельгия"
"Boulevard Tirou, 255",Овощи,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2006-08-18,10846,(071) 23 67 22 20,B-6000,Огурец,,0.0,57.51,21,15,19.34,22.58,22.0,53,0,474.18,68.04,"Шарлеруа, Бельгия"
"24, place Kl?ber",Овощи,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2006-08-18,10360,88.60.15.31,67000,Баклажан,,0.0,26.24,10,4,62.38,80.74,80.5,17,0,807.4,183.6,"Страсбург, Франция"
"24, place Kl?ber",Кондитерские изделия,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2006-08-18,10360,88.60.15.31,67000,Десерт творожный,,0.0,26.24,35,1,15.43,18.29,20.0,10,60,640.15,100.1,"Страсбург, Франция"
"24, place Kl?ber",Кондитерские изделия,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2006-08-18,10360,88.60.15.31,67000,Десерт медовый,,0.0,26.24,28,24,30.27,36.73,35.45,21,0,1028.44,180.88,"Страсбург, Франция"
"24, place Kl?ber",Морепродукты,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2006-08-18,10360,88.60.15.31,67000,Креветки,,0.0,26.24,35,1,100.74,135.76,123.79,0,0,4751.6,1225.7,"Страсбург, Франция"
"Boulevard Tirou, 255",Крупы,Шарлеруа,Жасмин,ТрансСервис,Cheril Cow,Бельгия,2006-08-18,10846,(071) 23 67 22 20,B-6000,Овсянная крупа,,0.0,57.51,20,30,24.39,31.09,30.0,4,20,621.8,134.0,"Шарлеруа, Бельгия"
"24, place Kl?ber",Крупы,Страсбург,Карусель,ТрансСервис,Julie Binoch?,Франция,2006-08-18,10360,88.60.15.31,67000,Рис,,0.0,26.24,30,1,36.81,42.07,45.6,26,0,1262.1,157.8,"Страсбург, Франция"
Maubelstr. 90,Овощи,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-08-19,10849,0555-09876,14776,Помидор,,0.0,39.15,49,20,15.45,19.75,20.0,13,70,967.75,210.7,"Бранденбург, Германия"
Maubelstr. 90,Кондитерские изделия,Бранденбург,Дешево,ТрансАвтоГруз,Dieter Rummernige,Германия,2006-08-19,10849,0555-09876,14776,Пирожное Восточное,,0.15,39.15,18,1,26.13,33.5,31.23,15,0,603.0,132.66,"Бранденбург, Германия"
"2, rue du Commerce",Фрукты,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-19,10850,78.32.54.86,69004,Ананас,,0.15,58.8,30,15,24.98,26.89,29.0,15,10,806.7,57.3,"Лион, Франция"
"2, rue du Commerce",Кондитерские изделия,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-19,10850,78.32.54.86,69004,Пирожное Медовик,,0.15,58.8,20,1,10.85,13.84,14.0,76,0,276.8,59.8,"Лион, Франция"
"2, rue du Commerce",Кондитерские изделия,Лион,Фуд Шоп,ТрансСервис,Pierre Robert,Франция,2006-08-19,10850,78.32.54.86,69004,Десер Фруктовый,,0.15,58.8,4,25,20.2,26.34,25.5,112,0,105.36,24.56,"Лион, Франция"
Obere Str. 57,Фрукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2006-08-22,10852,030-0074321,12209,Апельсин,,0.0,68.0,15,10,16.17,19.57,19.0,17,40,293.55,51.0,"Берлин, Германия"
Obere Str. 57,Кондитерские изделия,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2006-08-22,10852,030-0074321,12209,Шоколад Молочное Чудо,,0.0,68.0,50,30,25.39,31.44,29.3,17,0,1572.0,302.5,"Берлин, Германия"
Obere Str. 57,Морепродукты,Берлин,Копейка,ТрансАвтоГруз,Albert von Einstein,Германия,2006-08-22,10852,030-0074321,12209,Кальмары,,0.0,68.0,6,36,19.35,23.24,25.0,0,0,139.44,23.34,"Берлин, Германия"
Forsterstr. 57,Приправы,Мангейм,Любимый гипермаркет,ТрансАвтоГруз,Herman Hinschler,Германия,2006-08-23,10853,0621-08460,68306,Карри,,0.0,48.8,10,18,22.09,25.52,25.5,42,0,255.2,34.3,"Мангейм, Германия"
Kirchgasse 6,Приправы,Грац,Фруктовый базар,ТрансСервис,Lars Saalbach,Австрия,2006-08-23,10854,7675-3425,8010,Кориандр,,0.15,70.27,100,20,6.2,6.3,7.0,31,0,630.0,10.0,"Грац, Австрия"
Kirchgasse 6,Приправы,Грац,Фруктовый базар,ТрансСервис,Lars Saalbach,Австрия,2006-08-23,10854,7675-3425,8010,Корица,,0.15,70.27,65,25,21.11,27.38,25.0,24,0,1779.7,407.55,"Грац, Австрия"
C/ Ritual de lo Habitual 2312,Фрукты,Мехико,Перекресток,ТрансАвтоГруз,Sancho Panza,Мексика,2006-08-24,10856,(5) 555-3932,5023,Апельсин,,0.0,39.03,20,10,16.17,19.54,19.0,17,40,390.8,67.4,"Мехико, Мексика"
35 King George,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2006-08-24,11056,(171) 555-0297,WX1 6LT,Десерт низкокалорийный,,0.0,74.83,35,20,33.18,39.07,39.0,115,0,1367.45,206.15,"Лондон, Англия"
35 King George,Кондитерские изделия,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2006-08-24,11056,(171) 555-0297,WX1 6LT,Сладкий снек,,0.0,74.83,50,53,4.44,5.38,5.0,19,0,269.0,47.0,"Лондон, Англия"
C/ Ritual de lo Habitual 2312,Мясо/Птица,Мехико,Перекресток,ТрансАвтоГруз,Sancho Panza,Мексика,2006-08-24,10856,(5) 555-3932,5023,Утка,,0.0,39.03,20,1,10.95,13.4,14.0,26,0,268.0,49.0,"Мехико, Мексика"
35 King George,Крупы,Лондон,Продуктовый магазин,ТрансАвтоГруз,Greg Thatcher,Англия,2006-08-24,11056,(171) 555-0297,WX1 6LT,Гречневая крупа,,0.0,74.83,40,40,33.11,42.15,40.0,15,0,1686.0,361.6,"Лондон, Англия"
"54, rue Royale",Овощи,Нант,Галерея Лион,ТрансАвтоГруз,Jeanne d?Anjou,Франция,2006-08-25,10860,40.32.21.21,44000,Перец чили,,0.0,51.61,20,2,304.7,364.44,399.0,57,0,7288.8,1194.8,"Нант, Франция"
Berliner Platz 43,Овощи,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-08-25,10267,089-0877310,80805,Перец чили,,0.15,49.7,15,2,304.7,368.51,399.0,57,0,5527.65,957.15,"Мюнхен, Германия"
Berliner Platz 43,Кондитерские изделия,Мюнхен,Мюнхенские традиции,ТрансАвтоГруз,Dieter K?ln,Германия,2006-08-25,10267,089-0877310,80805,Чупа-Чупс,,0.15,49.7,70,105,6.69,8.66,8.5,79,0,606.2,137.9,"Мюнхен, Германия"
"54, rue Royale",Морепродукты,Нант,Галерея Лион,ТрансАвтоГруз,Jeanne d?Anjou,Франция,2006-08-25,10860,40.32.21.21,44000,Мидии,,0.0,51.61,3,10,82.74,108.47,99.9,20,0,325.41,77.19,"Нант, Франция"
